Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Nationality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,CU_1st_sem_credited,CU_1st_sem_enrolled,CU_1st_sem_evaluations,CU_1st_sem_approved,CU_1st_sem_grade,CU_1st_sem_without_evaluations,CU_2nd_sem_credited,CU_2nd_sem_enrolled,CU_2nd_sem_evaluations,CU_2nd_sem_approved,CU_2nd_sem_grade,CU_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP_growth_rate,Parental_education_level,Marital_status_category,Target
1,2,2,4,1,11.0,1,20,1,4.0,12.0,1,0,0,1,0,1,17,0,0,5,6,1,3.0,1,0,6,12,0,0.81,0,15.93,-1.0,-1.77,10,Single,Dropout
1,1,2,4,1,16.0,1,12,3,17.0,3.0,1,0,1,1,1,0,30,0,0,7,12,3,6.24,0,0,7,8,2,5.53,0,14.36,3.03,1.98,7,Single,Dropout
1,5,1,15,1,11.0,1,20,4,9.0,12.0,1,0,0,0,0,0,17,0,0,8,13,6,10.67,0,0,9,10,7,12.91,0,15.21,1.63,3.34,12,Single,Not Dropout
3,1,2,16,1,7.0,1,11,17,16.0,18.0,0,0,0,1,0,0,23,0,1,8,12,7,14.89,0,0,7,6,6,15.33,0,10.86,0.22,1.0,14,Other,Not Dropout
1,7,3,13,1,10.0,1,7,21,3.0,18.0,1,0,0,1,0,0,27,1,0,7,8,5,11.9,0,0,6,3,3,7.26,1,,1.21,1.93,14,Single,Not Dropout
1,17,3,9,1,10.0,1,7,20,1.0,9.0,0,0,0,1,0,0,26,0,1,5,3,3,8.6,0,2,7,9,4,6.52,0,8.29,3.41,-0.97,13,Single,Not Dropout
1,9,3,7,1,14.0,1,1,10,13.0,10.0,0,0,0,1,1,0,20,1,2,6,7,6,16.1,2,2,5,4,5,16.96,0,13.64,3.17,-0.84,5,Single,Not Dropout
1,1,2,12,1,5.0,1,19,6,16.0,8.0,0,0,0,1,0,0,17,0,1,7,8,4,,1,0,7,9,2,8.83,0,7.32,-1.0,-5.0,12,Single,Not Dropout
1,9,0,13,1,4.0,1,3,2,19.0,5.0,1,0,0,0,1,1,17,0,0,2,3,1,8.9,0,0,3,0,2,9.98,0,10.84,0.96,2.31,2,Single,Dropout
1,4,0,5,1,4.0,1,6,11,15.0,13.0,1,0,0,0,1,1,18,0,0,6,8,4,8.9,0,1,5,4,2,9.41,0,8.97,1.6,1.55,8,Single,Dropout
1,15,0,1,1,1.0,1,1,9,15.0,19.0,1,0,1,1,0,0,17,0,0,9,11,8,15.37,0,3,11,12,11,,0,15.27,3.16,0.06,5,Single,Not Dropout
2,2,3,2,1,11.0,1,2,9,2.0,6.0,1,0,0,1,0,0,23,0,0,5,2,4,13.18,0,1,4,8,3,15.23,0,12.49,-0.25,2.77,5,Married,Not Dropout
2,14,5,6,1,16.0,1,27,3,12.0,16.0,0,0,1,1,0,0,18,0,0,3,7,2,11.58,1,0,4,5,3,14.68,0,12.15,1.14,0.98,15,Married,Not Dropout
1,8,5,12,1,10.0,1,1,9,14.0,2.0,1,0,0,0,0,0,17,0,1,5,8,3,12.52,0,0,7,8,6,11.89,0,10.62,-0.05,0.2,5,Single,Not Dropout
1,1,1,8,1,1.0,1,19,25,8.0,2.0,0,0,0,1,0,0,17,0,0,5,5,3,8.61,0,0,5,4,2,10.89,0,13.32,0.69,2.47,22,Single,Not Dropout
1,12,0,11,1,6.0,1,10,7,19.0,18.0,1,0,0,1,0,0,17,0,0,8,11,5,9.78,0,0,8,9,5,,0,15.42,1.29,-0.91,8,Single,Not Dropout
1,8,3,8,1,15.0,1,5,26,19.0,3.0,1,0,0,1,0,0,23,0,1,11,11,5,6.9,0,0,12,12,3,7.22,0,15.51,0.01,-0.92,15,Single,Dropout
1,14,0,5,0,1.0,1,9,3,17.0,,0,0,0,0,1,0,19,0,0,7,8,3,6.84,0,0,4,8,1,6.41,1,17.0,0.65,-0.86,6,Single,Dropout
1,11,3,13,1,10.0,1,3,19,17.0,17.0,1,0,0,1,0,1,23,0,0,5,6,3,12.39,1,0,7,4,4,10.77,0,8.82,1.33,-2.37,11,Single,Not Dropout
1,14,2,13,1,8.0,1,10,4,11.0,7.0,1,0,0,1,0,0,23,0,1,4,4,2,12.09,0,1,4,6,3,9.77,0,9.89,2.45,3.87,7,Single,Not Dropout
1,8,5,17,1,15.0,1,24,12,16.0,6.0,0,0,1,1,0,0,22,0,1,8,6,6,14.0,0,0,8,8,6,14.99,0,13.48,0.08,-1.95,18,Single,Not Dropout
1,1,3,15,1,9.0,1,18,28,2.0,1.0,1,0,0,1,0,1,27,0,0,8,14,5,9.87,1,1,8,9,5,13.22,0,11.52,1.73,-0.51,23,Single,Not Dropout
3,3,4,7,1,10.0,1,24,23,5.0,14.0,0,0,0,1,0,0,17,0,0,8,10,3,9.49,0,0,6,7,4,9.78,0,12.29,1.05,0.73,23,Other,Not Dropout
1,8,2,12,1,12.0,1,21,15,13.0,7.0,1,0,0,1,1,0,27,0,0,5,6,2,9.58,0,2,6,6,1,6.58,0,7.58,2.27,1.17,18,Single,Dropout
1,7,5,6,1,14.0,1,27,19,3.0,3.0,1,0,0,1,1,0,25,0,0,9,14,1,7.74,0,0,9,8,2,6.25,0,13.6,-1.0,1.33,23,Single,Dropout
1,14,3,15,1,9.0,1,4,20,16.0,10.0,1,0,0,1,0,0,22,0,0,7,5,2,7.65,0,0,6,4,2,9.3,0,10.22,-0.16,-3.14,12,Single,Dropout
1,7,3,11,1,12.0,1,5,23,4.0,4.0,0,0,0,1,0,0,18,0,1,5,6,4,15.85,0,0,5,11,4,16.2,0,,0.19,-2.69,14,Single,Not Dropout
2,15,2,15,1,13.0,1,12,18,7.0,17.0,1,0,0,1,0,0,23,0,1,3,3,1,6.55,0,1,4,5,1,5.65,2,11.0,-0.65,0.87,15,Married,Dropout
2,4,2,5,1,9.0,1,16,15,5.0,15.0,1,0,0,1,0,0,26,0,1,5,5,2,11.81,0,1,4,3,2,12.34,0,8.63,1.37,3.3,15,Married,Not Dropout
1,7,5,1,1,12.0,1,23,3,11.0,19.0,1,0,0,1,0,1,17,0,0,5,6,2,13.84,0,0,7,9,4,11.83,1,15.91,1.15,3.2,13,Single,Not Dropout
4,13,2,3,1,6.0,1,4,28,2.0,19.0,0,0,0,1,0,0,27,0,0,4,4,2,11.56,1,0,4,7,1,9.31,0,13.07,1.67,2.45,16,Other,Dropout
1,3,0,10,1,6.0,1,4,17,16.0,16.0,1,0,0,1,1,1,33,0,0,7,4,2,12.94,0,0,7,8,3,9.51,0,11.45,1.38,-0.36,10,Single,Not Dropout
1,6,2,17,0,1.0,1,24,9,17.0,10.0,0,0,0,1,0,0,23,0,1,5,4,2,12.78,1,2,6,5,3,10.64,0,8.89,3.93,-0.88,16,Single,Not Dropout
1,13,2,11,1,11.0,1,16,4,15.0,4.0,1,0,0,1,1,0,31,0,0,5,4,1,7.49,0,0,4,7,1,5.71,0,13.43,2.21,-2.43,10,Single,Dropout
3,11,2,14,1,5.0,1,12,18,4.0,1.0,1,0,0,1,0,0,26,0,2,5,5,3,8.55,0,0,4,3,1,10.18,0,12.71,1.99,1.17,15,Other,Not Dropout
1,14,0,8,1,14.0,1,7,23,6.0,2.0,1,0,0,1,1,0,25,1,0,4,3,2,11.77,0,0,3,2,1,13.3,2,9.12,0.96,1.86,15,Single,Not Dropout
1,9,0,17,1,16.0,1,21,24,5.0,5.0,1,0,0,1,1,0,19,0,0,5,6,1,9.77,0,0,5,4,2,10.63,0,12.69,3.5,0.57,22,Single,Not Dropout
1,15,1,16,1,15.0,1,24,26,12.0,17.0,1,0,0,0,0,0,21,1,0,5,6,2,6.35,0,0,5,4,2,8.72,0,11.21,0.8,2.34,25,Single,Dropout
6,15,2,4,1,5.0,1,1,26,17.0,5.0,1,0,0,1,0,0,17,0,0,6,3,4,10.05,0,0,6,8,4,12.2,0,12.59,2.02,1.5,13,Other,Not Dropout
2,17,0,15,1,11.0,1,2,19,17.0,2.0,0,0,0,1,0,0,29,0,0,7,6,4,,0,1,8,8,3,10.98,0,12.86,0.76,0.98,10,Married,Not Dropout
1,3,2,1,1,13.0,1,23,28,19.0,18.0,1,0,0,1,0,1,19,0,0,9,10,6,12.62,0,1,10,16,7,10.97,0,9.77,1.53,0.01,25,Single,Not Dropout
2,11,1,11,1,9.0,1,26,3,14.0,9.0,1,0,0,1,1,1,34,0,0,8,9,6,10.32,1,0,8,10,5,14.27,0,12.68,1.91,-3.44,14,Married,Not Dropout
2,2,0,8,1,9.0,1,7,12,5.0,8.0,1,0,0,1,0,0,26,0,2,3,0,2,8.81,0,0,5,6,3,10.89,0,15.28,2.48,0.05,9,Married,Not Dropout
1,4,1,6,1,8.0,1,21,15,8.0,6.0,1,0,0,1,1,0,25,0,0,8,11,5,14.9,0,0,7,8,4,13.21,1,13.29,-0.27,-2.76,18,Single,Not Dropout
1,6,1,16,1,5.0,1,25,21,6.0,19.0,1,0,0,0,0,0,17,0,0,8,10,6,16.16,1,0,9,9,7,14.62,0,11.53,1.42,0.01,23,Single,Not Dropout
1,11,0,12,1,10.0,1,4,9,2.0,7.0,1,0,0,1,0,0,27,0,0,8,14,3,7.22,0,1,9,12,1,8.38,1,11.65,-0.15,-5.0,6,Single,Dropout
1,8,4,3,1,16.0,1,6,9,16.0,17.0,1,0,0,1,1,0,22,0,0,5,10,2,6.69,0,0,7,6,4,8.41,0,15.5,0.71,-0.49,7,Single,Not Dropout
1,15,0,3,1,4.0,1,4,27,11.0,19.0,1,0,1,1,0,1,20,0,0,9,8,3,4.92,0,0,9,9,0,1.24,0,15.37,1.34,1.22,15,Single,Dropout
1,6,3,2,1,1.0,1,23,19,19.0,9.0,1,0,1,1,0,0,19,0,0,5,6,3,9.05,0,0,5,8,1,9.69,0,8.73,1.6,-3.28,21,Single,Dropout
1,11,3,6,1,1.0,1,23,19,16.0,14.0,1,0,0,1,1,0,17,0,0,8,9,8,14.95,0,0,8,12,5,14.82,1,12.81,1.15,1.14,21,Single,Not Dropout
1,13,4,2,1,10.0,1,4,6,13.0,1.0,1,0,0,1,0,0,23,0,0,8,12,3,8.51,1,0,8,13,3,6.33,0,10.82,-0.13,-1.78,5,Single,Dropout
3,17,3,5,1,5.0,1,6,15,1.0,15.0,1,0,0,1,0,0,22,0,0,7,7,5,13.7,0,1,6,6,4,9.56,0,8.26,2.3,0.67,10,Other,Not Dropout
1,5,3,14,1,8.0,1,20,13,9.0,19.0,1,0,0,0,1,0,17,0,1,3,7,1,9.44,2,0,3,5,2,14.39,0,13.66,-1.0,-0.38,16,Single,Not Dropout
1,13,4,15,1,16.0,1,27,18,10.0,4.0,1,0,0,1,0,1,26,0,0,7,9,2,10.38,1,0,9,6,3,10.17,0,12.95,1.64,-0.41,22,Single,Dropout
2,2,5,14,1,2.0,1,23,27,13.0,1.0,1,0,0,1,0,1,36,0,0,8,7,4,8.91,0,0,6,10,2,6.29,0,9.96,1.37,2.58,25,Married,Not Dropout
1,10,1,9,1,3.0,1,5,9,11.0,1.0,0,0,0,1,0,0,17,0,0,6,5,5,12.97,0,1,3,4,3,16.95,0,10.83,1.29,1.48,7,Single,Not Dropout
1,8,4,12,1,4.0,1,12,24,15.0,17.0,1,0,0,0,1,0,22,0,0,6,9,3,13.98,0,1,4,6,3,15.07,0,14.55,3.09,-3.92,18,Single,Not Dropout
1,17,2,17,1,8.0,1,2,19,1.0,5.0,1,0,0,1,0,0,33,0,0,6,9,5,17.25,1,1,5,7,5,20.0,0,10.45,1.5,-1.77,10,Single,Not Dropout
2,14,0,1,1,,1,8,15,3.0,8.0,0,0,0,1,0,1,18,0,1,5,8,0,3.9,0,1,4,6,0,1.08,0,9.94,3.69,-1.09,11,Married,Dropout
1,16,3,16,1,3.0,1,17,28,19.0,7.0,1,0,0,1,0,1,26,0,1,6,2,4,13.4,1,0,5,5,3,9.65,0,8.56,3.26,2.84,22,Single,Not Dropout
1,15,5,13,1,2.0,1,10,5,9.0,6.0,1,0,0,1,0,1,25,0,0,8,9,0,3.95,0,0,7,7,0,1.72,0,12.98,0.38,-0.89,7,Single,Dropout
1,7,0,7,1,2.0,1,18,20,16.0,4.0,0,0,0,1,0,0,27,0,0,5,9,2,9.33,0,0,6,9,2,8.16,0,7.73,1.24,-2.3,19,Single,Not Dropout
5,13,0,8,0,13.0,1,9,12,17.0,8.0,1,0,0,1,0,0,34,0,0,7,5,3,9.36,0,0,6,6,3,11.71,0,7.73,0.6,-0.72,10,Other,Not Dropout
1,1,5,8,1,1.0,1,17,20,3.0,18.0,0,0,0,1,0,1,17,0,0,1,3,0,6.54,0,1,0,0,0,2.83,0,10.88,3.02,-1.14,18,Single,Dropout
1,10,3,3,1,11.0,1,19,5,14.0,7.0,1,1,0,1,1,1,24,0,0,5,5,3,9.79,1,0,3,4,1,8.17,0,9.87,1.97,-1.21,12,Single,Not Dropout
1,1,1,4,1,10.0,1,6,22,4.0,16.0,1,0,0,1,0,0,20,0,0,8,7,4,11.93,0,0,9,10,5,8.08,0,7.95,-0.31,0.09,14,Single,Not Dropout
1,13,4,6,1,2.0,1,2,2,3.0,14.0,1,0,0,0,1,0,23,0,0,8,8,6,12.96,2,0,10,10,7,11.15,0,8.63,2.43,1.55,2,Single,Not Dropout
1,17,2,1,1,9.0,1,10,11,5.0,16.0,0,0,0,1,0,1,23,0,2,4,8,0,5.69,0,0,4,5,2,6.29,1,,1.36,1.19,10,Single,Dropout
1,12,1,9,1,5.0,1,2,27,15.0,11.0,1,0,1,1,1,0,21,0,1,7,10,3,7.64,1,1,7,9,3,8.82,0,11.9,2.46,3.26,14,Single,Dropout
1,15,1,9,1,9.0,1,5,19,2.0,8.0,0,0,0,1,0,1,17,0,1,8,9,7,13.01,0,0,9,8,5,12.47,0,8.09,-0.58,0.97,12,Single,Not Dropout
1,4,3,6,1,3.0,1,9,15,13.0,5.0,0,0,0,1,1,0,17,0,0,5,10,3,14.85,0,0,6,5,5,13.02,0,8.26,1.08,1.2,12,Single,Not Dropout
1,17,0,3,1,11.0,1,10,10,8.0,6.0,0,0,0,0,0,1,36,0,0,3,0,3,,0,0,2,4,2,19.15,0,11.09,1.79,0.46,10,Single,Not Dropout
1,10,2,17,1,13.0,1,9,3,,11.0,1,0,0,1,0,1,17,0,1,4,4,2,12.3,0,0,4,6,2,13.29,0,10.89,0.43,-1.28,6,Single,Not Dropout
1,12,1,12,0,1.0,1,2,4,5.0,8.0,0,0,0,1,0,0,30,0,1,3,7,1,10.22,0,2,4,4,3,13.98,0,11.75,1.88,-1.11,3,Single,Not Dropout
2,14,0,9,1,9.0,1,6,21,7.0,8.0,0,0,0,1,1,0,17,0,1,8,9,5,9.09,0,0,7,7,2,8.82,0,16.53,0.49,-2.21,13,Married,Not Dropout
1,11,4,13,1,11.0,1,26,8,7.0,8.0,0,0,0,1,0,1,24,0,0,6,7,4,16.33,0,1,6,9,5,13.19,0,,1.48,-3.69,17,Single,Not Dropout
1,6,0,7,1,1.0,1,21,3,6.0,18.0,0,0,0,1,0,0,35,0,0,6,7,3,3.87,0,0,7,6,1,7.76,0,7.0,2.34,1.16,12,Single,Dropout
1,11,5,4,1,12.0,1,13,13,10.0,13.0,0,0,0,1,0,0,28,0,0,5,5,3,12.21,0,0,8,7,4,10.62,0,13.75,1.71,0.56,13,Single,Not Dropout
1,12,0,12,1,9.0,16,1,12,19.0,17.0,0,0,0,1,0,0,17,0,0,8,11,5,12.1,0,0,9,8,4,10.24,0,8.13,-0.77,-2.5,6,Single,Not Dropout
3,15,2,14,1,5.0,1,11,28,9.0,18.0,1,0,0,1,0,0,21,0,0,6,5,3,12.38,1,0,4,0,3,11.15,0,13.34,3.22,0.65,19,Other,Not Dropout
1,9,0,12,1,8.0,1,27,7,4.0,12.0,1,0,1,1,1,1,23,0,2,7,13,5,10.42,0,1,6,11,5,14.49,0,9.06,2.4,0.59,17,Single,Not Dropout
1,9,2,10,1,11.0,1,24,8,12.0,2.0,0,0,0,1,1,0,29,0,0,5,3,2,11.54,0,0,6,4,2,13.5,0,11.56,1.66,1.44,16,Single,Not Dropout
1,9,3,1,1,11.0,1,22,5,,19.0,0,0,0,0,0,1,23,0,0,4,8,3,,0,1,3,6,2,15.86,0,10.52,3.82,-0.81,13,Single,Not Dropout
1,2,0,11,1,13.0,1,8,6,12.0,10.0,0,0,0,1,0,0,22,0,0,8,11,0,5.76,1,0,9,11,1,4.57,0,10.23,1.14,-1.48,7,Single,Dropout
4,2,3,11,1,1.0,1,12,16,11.0,8.0,1,0,0,1,0,0,33,0,0,6,6,4,10.71,1,0,8,10,4,11.63,1,7.0,2.31,-1.36,14,Other,Not Dropout
1,1,4,8,0,13.0,1,1,7,13.0,8.0,1,0,1,1,0,0,32,0,0,7,9,3,,0,0,8,12,2,4.87,0,9.99,-1.0,1.67,4,Single,Dropout
3,12,2,5,1,1.0,1,25,21,17.0,2.0,0,0,0,1,0,1,27,0,0,7,10,2,11.16,0,0,9,11,3,10.82,0,8.45,3.33,1.84,23,Other,Not Dropout
1,8,0,17,0,11.0,1,4,24,2.0,13.0,1,0,0,1,0,1,19,0,0,8,10,8,20.0,0,0,7,8,7,20.0,1,12.32,2.26,-1.79,14,Single,Not Dropout
1,15,4,7,0,6.0,1,18,15,,1.0,0,0,1,1,0,0,17,0,0,8,5,4,12.45,0,0,6,10,3,11.14,0,16.78,3.39,0.04,16,Single,Not Dropout
1,12,1,5,1,2.0,1,9,7,17.0,14.0,0,0,0,1,0,1,17,0,2,4,6,1,8.74,1,0,3,0,1,7.61,1,,0.38,-0.79,8,Single,Not Dropout
1,3,0,13,1,12.0,1,17,24,19.0,16.0,1,0,1,1,1,0,17,0,1,6,4,3,14.08,0,0,6,10,3,12.68,0,15.89,4.0,-1.18,20,Single,Not Dropout
1,2,2,9,1,9.0,1,24,29,10.0,9.0,1,0,0,1,1,0,23,0,1,4,7,3,8.7,0,0,3,4,1,9.09,1,7.0,2.32,0.85,26,Single,Not Dropout
1,7,1,10,1,11.0,1,10,27,,8.0,1,0,0,1,1,1,29,0,0,7,10,3,8.97,0,2,6,7,1,6.94,1,11.95,2.42,0.3,18,Single,Dropout
4,16,0,12,1,7.0,1,1,27,2.0,13.0,0,0,0,1,1,0,35,0,1,6,4,1,,1,2,6,7,1,3.34,0,,0.01,-5.0,14,Other,Dropout
1,1,4,7,1,5.0,1,20,24,8.0,17.0,1,0,0,1,0,0,31,0,0,6,3,2,10.01,1,0,5,7,3,11.75,1,9.55,1.96,0.45,22,Single,Not Dropout
3,4,3,3,1,10.0,1,16,22,17.0,2.0,0,0,0,1,0,0,19,0,0,6,6,3,12.87,1,0,7,7,5,12.14,1,7.0,1.68,3.06,19,Other,Not Dropout
2,1,5,3,1,4.0,1,5,28,6.0,9.0,0,0,0,0,0,1,25,0,1,6,7,4,11.47,0,1,6,5,3,8.02,0,12.61,1.41,0.05,16,Married,Not Dropout
1,8,2,16,1,13.0,1,2,10,15.0,7.0,1,0,0,1,0,0,25,1,1,11,12,8,13.39,1,0,10,11,7,11.91,0,13.65,1.87,2.96,6,Single,Not Dropout
2,17,2,9,0,11.0,1,16,27,,,1,0,0,1,1,0,17,0,1,3,5,2,14.59,0,0,4,6,3,13.78,0,11.69,-0.97,0.62,21,Married,Not Dropout
1,12,5,8,1,16.0,1,18,1,12.0,1.0,1,0,0,1,1,0,18,0,0,6,7,4,14.31,0,0,9,10,8,12.68,0,7.35,2.59,4.0,9,Single,Not Dropout
1,9,0,6,1,1.0,1,4,25,13.0,11.0,1,0,0,1,1,0,20,0,1,4,5,3,8.65,0,0,5,7,2,11.05,0,8.96,0.07,4.0,14,Single,Not Dropout
2,3,2,13,1,10.0,1,18,10,17.0,15.0,1,0,0,0,0,0,36,0,1,7,6,4,13.49,1,0,6,8,3,8.8,0,10.24,1.2,4.0,14,Married,Not Dropout
2,7,4,16,0,9.0,1,13,9,7.0,12.0,1,0,0,1,0,0,25,0,0,4,3,3,13.41,1,0,2,4,2,14.98,1,14.42,0.89,1.43,11,Married,Not Dropout
1,9,1,14,0,14.0,1,4,20,15.0,5.0,0,0,0,1,1,1,17,0,0,6,8,4,17.54,0,0,6,8,3,16.43,1,8.14,1.22,0.51,12,Single,Not Dropout
1,5,5,10,1,7.0,1,18,6,9.0,9.0,0,0,1,1,1,0,20,0,0,5,7,3,13.11,0,0,4,6,3,11.3,0,13.18,-0.69,-2.61,12,Single,Not Dropout
1,12,1,9,1,15.0,1,19,29,8.0,19.0,0,0,0,1,0,0,26,0,1,8,8,4,7.12,1,0,9,11,4,8.1,1,,-0.87,-2.86,24,Single,Not Dropout
2,17,2,15,1,4.0,1,5,22,2.0,16.0,0,0,0,1,1,0,21,0,1,4,3,3,16.41,1,0,6,3,5,13.53,0,11.21,0.71,2.93,13,Married,Not Dropout
1,4,5,15,1,14.0,1,20,1,2.0,3.0,0,0,0,1,1,1,21,0,1,4,8,3,14.69,0,0,3,3,2,17.91,1,12.11,-1.0,-1.79,10,Single,Not Dropout
1,5,1,7,0,9.0,1,7,25,15.0,13.0,0,1,0,1,0,1,27,0,0,4,8,3,10.64,0,0,3,3,2,13.99,0,10.9,-0.2,3.22,16,Single,Not Dropout
1,3,5,17,1,16.0,1,18,4,2.0,12.0,1,0,0,1,0,1,31,0,0,7,10,7,20.0,0,0,8,11,8,20.0,0,7.99,1.98,-1.56,11,Single,Not Dropout
1,13,0,15,1,4.0,1,24,24,3.0,7.0,0,0,0,1,0,0,30,0,0,7,9,5,17.78,1,1,6,6,3,12.58,1,11.6,0.72,-4.34,24,Single,Not Dropout
1,8,1,15,1,5.0,1,28,24,4.0,7.0,0,0,0,1,0,0,21,0,2,6,5,5,15.52,0,0,4,7,3,16.33,0,9.11,0.84,-1.8,26,Single,Not Dropout
2,5,3,1,1,10.0,1,8,19,7.0,14.0,0,0,0,1,0,0,22,1,0,7,11,5,14.09,0,0,8,12,6,12.98,1,13.87,3.25,-2.96,13,Married,Not Dropout
1,4,3,3,1,9.0,1,10,18,4.0,18.0,1,0,0,1,0,0,21,0,0,2,4,1,11.33,0,1,0,5,0,13.28,0,13.83,-1.0,3.05,14,Single,Not Dropout
1,2,5,6,1,3.0,1,3,25,12.0,7.0,0,0,1,1,0,0,29,0,0,6,5,1,8.23,1,0,6,8,2,8.38,1,11.54,0.53,-0.57,14,Single,Dropout
1,9,5,13,1,11.0,1,29,25,16.0,18.0,1,0,0,0,0,0,21,0,0,6,8,3,8.05,1,1,6,6,3,11.05,1,10.25,1.41,-0.64,27,Single,Dropout
1,12,4,2,1,,1,10,21,11.0,16.0,1,0,0,1,0,0,17,0,1,7,7,4,8.57,1,1,6,8,3,10.18,0,12.93,1.78,-1.1,15,Single,Not Dropout
2,4,3,2,1,3.0,1,24,5,13.0,1.0,1,0,0,1,0,0,26,0,0,6,9,2,6.83,0,0,7,10,1,5.51,0,9.61,-0.71,-0.05,14,Married,Dropout
1,1,1,1,1,9.0,1,28,20,17.0,6.0,1,0,0,0,0,0,26,0,1,7,10,5,10.09,0,1,5,3,3,12.69,0,7.0,1.69,0.6,24,Single,Dropout
1,9,4,4,1,12.0,14,14,6,17.0,9.0,1,0,0,1,1,0,21,0,1,7,9,5,9.09,0,0,7,10,3,13.66,1,8.86,0.62,-1.18,10,Single,Not Dropout
1,12,3,16,1,1.0,1,21,2,13.0,13.0,1,0,0,1,0,0,34,0,2,10,9,9,16.37,1,1,9,9,7,12.9,0,10.29,3.13,-3.42,11,Single,Not Dropout
1,6,0,13,1,15.0,1,14,5,2.0,5.0,1,0,1,1,0,1,20,0,2,8,10,1,7.32,1,0,8,9,2,6.8,0,8.45,2.4,-3.3,9,Single,Dropout
2,5,4,13,1,10.0,1,17,14,15.0,8.0,0,0,0,1,0,0,32,0,0,4,6,3,15.01,0,0,3,2,3,12.8,0,14.78,0.83,-1.99,15,Married,Not Dropout
1,3,2,5,1,5.0,1,8,28,15.0,2.0,0,0,0,1,1,1,17,0,0,8,8,4,12.66,0,0,8,11,3,12.52,0,7.45,1.16,-3.13,18,Single,Not Dropout
1,13,2,11,1,13.0,1,25,1,6.0,2.0,0,0,0,1,0,0,25,0,0,6,6,4,8.58,1,1,7,4,4,12.58,0,12.34,1.6,2.71,13,Single,Not Dropout
3,15,2,14,1,14.0,1,4,3,4.0,9.0,0,0,0,0,0,1,18,0,1,5,10,3,11.43,0,0,5,6,4,,1,11.51,1.45,-0.97,3,Other,Not Dropout
1,14,4,10,1,16.0,1,20,3,3.0,12.0,0,0,0,1,0,0,23,0,1,4,8,4,19.03,0,0,4,4,4,17.12,0,8.46,1.13,-3.64,11,Single,Not Dropout
1,9,1,15,1,13.0,1,27,6,6.0,9.0,1,0,0,1,0,0,28,0,1,6,6,2,7.13,0,0,5,8,2,5.97,0,11.39,0.88,0.88,16,Single,Dropout
1,13,2,10,1,4.0,1,24,16,15.0,8.0,1,0,0,1,0,0,20,0,0,7,4,5,9.23,0,0,7,7,3,7.25,2,8.53,3.94,-1.59,20,Single,Not Dropout
1,7,0,6,1,3.0,1,23,24,,10.0,1,0,0,1,0,1,19,0,1,8,12,5,10.84,0,0,9,12,6,12.56,0,11.6,2.41,2.09,23,Single,Not Dropout
1,1,2,11,0,4.0,1,20,2,3.0,,1,0,0,1,1,0,22,0,1,4,9,3,12.91,1,0,4,4,4,11.01,0,11.52,1.63,-1.45,11,Single,Not Dropout
1,7,0,17,1,15.0,1,28,24,,14.0,0,0,0,1,1,1,46,0,0,6,10,3,11.49,0,0,8,10,5,9.35,0,7.0,2.05,-0.87,26,Single,Not Dropout
1,12,3,15,0,5.0,1,26,27,16.0,,1,0,0,1,0,1,24,0,0,5,5,4,8.07,2,0,5,7,3,9.45,0,7.0,0.19,4.0,26,Single,Not Dropout
1,12,5,9,1,6.0,1,8,3,2.0,2.0,0,0,0,1,0,0,24,0,0,5,7,3,11.13,0,3,7,9,4,14.18,0,15.23,0.9,0.2,5,Single,Not Dropout
1,17,2,11,1,15.0,1,19,14,18.0,1.0,1,0,0,1,0,0,26,1,0,4,3,3,13.93,0,0,2,4,1,,1,12.42,-0.37,0.04,16,Single,Not Dropout
1,17,5,17,1,4.0,1,13,24,1.0,7.0,1,0,0,0,0,0,17,0,1,4,7,2,11.6,0,0,3,1,1,11.61,0,9.8,1.15,0.26,18,Single,Dropout
1,5,5,13,1,7.0,1,8,21,6.0,4.0,1,0,0,1,1,0,29,0,0,6,6,5,20.0,0,0,5,5,5,17.27,0,10.52,-0.22,-1.34,14,Single,Not Dropout
1,1,0,9,1,5.0,1,24,6,1.0,11.0,1,0,0,1,0,0,27,0,1,7,7,4,12.46,2,0,7,7,5,12.7,0,,0.75,4.0,15,Single,Not Dropout
1,5,3,5,1,5.0,1,2,5,15.0,14.0,0,0,0,1,1,0,17,0,0,6,7,3,7.39,1,1,7,9,4,10.68,1,13.88,0.87,-1.87,3,Single,Not Dropout
2,15,3,16,1,10.0,1,4,13,9.0,5.0,0,0,0,1,1,0,37,0,1,4,4,4,17.32,0,0,7,10,7,12.88,0,10.27,0.35,2.65,8,Married,Not Dropout
2,14,2,17,1,12.0,1,4,25,,9.0,1,0,0,1,0,0,23,0,1,6,8,1,6.19,0,0,6,8,2,4.54,0,7.61,2.38,-0.76,14,Married,Dropout
1,2,4,2,1,5.0,1,6,28,11.0,5.0,0,0,0,0,0,0,17,0,1,4,3,2,6.18,1,0,5,5,2,6.54,0,10.13,4.0,-0.96,17,Single,Dropout
1,3,2,1,1,1.0,6,15,14,6.0,9.0,1,0,0,1,1,1,25,0,2,8,14,4,11.71,0,1,7,8,3,9.73,1,,-0.91,-1.28,14,Single,Not Dropout
